,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Occlusion,Rise
_soft_F1_pos,0.11282381804093071,0.11438908784285835,0.11165936787923177,0.3793101379836815,0.39427522299946216,0.3866700158602949,0.3851703975511634,0.39547422657842224,0.3931556922802027,0.388311303180197,0.11600273242895154,0.12841086456741113,0.10890546052352242
_soft_PR_neg,0.09130394977072011,0.08613130320673404,0.09433773980624434,0.2870317818461985,0.2944814986076908,0.28769866279933765,0.2891153529070426,0.2932652183201002,0.29880067576532776,0.28964056484941125,0.08652521216351053,0.08239262345908345,0.08815267811650815
_soft_RE_neg,0.0856855641240659,0.08346377939417743,0.08740977964539459,0.2842675084653108,0.28824806213378906,0.28974768044292065,0.2935312796330106,0.2924463023310122,0.2961089645606884,0.290200330209041,0.08842910545459692,0.08392333984375,0.0837782154912534
_soft_F1_neg,0.1091507897860762,0.11550861856211787,0.11239535566689311,0.3793550574261209,0.389886939007303,0.4514196644658628,0.386262285536614,0.39028084796407947,0.39356687794560974,0.38659399834232056,0.11643119480298914,0.11456185492916383,0.11894668357959692
Atten_C,0.17752163652060687,0.15741845835810123,0.17524456632310065,0.46439792798913043,0.4431544870570086,0.4699990369271541,0.45263594475345337,0.487303388291511,0.4937614219776098,0.43813733087069745,0.17282582711482394,0.18093205880427707,0.16132990519205728
Atten_NC,0.14678637186686197,0.1302318296570709,0.13071212215700012,0.3787745600161345,0.3727899081465127,0.3931004068125849,0.3991092460742895,0.40365647578584973,0.42859367702318274,0.4060164741847826,0.12985865275065103,0.13035967730093692,0.14303387075230695
cpa!=,0.5499038143434386,0.5187228106070256,0.5088923633962438,1.3429047404855923,1.369977342909661,1.3527904731639917,1.3475798178410185,1.345143801924111,1.3841027798859968,1.4033870420594146,0.5122198574784873,0.5453876827074133,0.5148424618486045
cpl!=,0.28593989386074786,0.27857656064240827,0.2749657285386238,0.7134624149488367,0.7360154303951539,0.72220788485762,0.7268449534540591,0.7192570230235225,0.7462466972461645,0.7378502168517181,0.2719008404275645,0.28026276740474976,0.27128924494204315
cor!=,0.8238225743390512,0.7907238559446473,0.7758416991302932,2.0841999330382417,2.08952115929645,2.079110214675682,2.0762664684350938,2.0720544068709663,2.1575913913008096,2.117032590119735,0.7532990497091542,0.8399313774661742,0.7742729739866395
cpa>,0.5164906598519587,0.5249631577643795,0.4977316096209098,2.9768010844355044,3.216169882511747,2.891184627145961,3.0945314877275107,3.0884431756061055,1.3313811758290166,1.3153380241946897,1.2637774149576824,0.6423203841499661,0.5153054776399032
cpl>,0.2525647481282552,0.2501183661861696,0.25481072025022644,0.8099528326504473,0.85064639215884,0.8005335711050725,0.8204190627388332,0.8216007896091627,0.6707025610882303,0.6602017775825832,0.3110187641088513,0.2783726954805678,0.24797950965770776
cor>,0.7467304450878198,0.7459115290987319,0.7295712180759596,3.7885990695676943,4.034453544063845,3.7056052166482676,3.9763830710148467,3.9186857748722685,2.01320993727532,1.9918317380158796,1.5605359837628794,0.9079946987870811,0.760102617567864
cpa<,0.4443811333697775,0.45988179635310517,0.4356771275617074,2.8920899266782016,3.1579819278440615,2.8395929198334184,3.078906432442043,3.0060229094132134,1.285926155422045,1.2603220732315727,1.2115257373754529,0.606346821439439,0.4479332246642182
cpl<,0.21998433099276776,0.22166017172993094,0.21576881408691406,0.7667403290237206,0.786428866179093,0.7619235826575238,0.7817434227984884,0.7735266201737998,0.6207175876783289,0.6140660548555679,0.2900724825651749,0.2591506294582201,0.21539909252222034
cor<,0.6648319354955701,0.6608202837515569,0.6404337675675101,3.673650216365206,3.977602806644163,3.637068513510884,3.843266031016474,3.826697667439779,1.9184575564619424,1.8950718036596326,1.4873345692952473,0.8486630260080531,0.675768092058707
cor_nosign,0.8227790611377661,0.8178621098615121,0.781256219615107,2.0773790884709014,2.083771470664204,2.1033010621001753,2.083657444387242,2.161741256713867,2.1164175392924873,2.0987780197806982,0.782517419345137,0.8215109507242838,0.7766571597776551
cor_sign,1.4293055603469627,1.4197688171829002,1.359099927155868,7.397561833478402,8.062400679657424,7.2784216507621435,7.7501241711602695,7.7535173167353095,3.9177079131637793,3.849468369414841,3.034892289534859,1.756813215172809,1.4187771341075068
